Verhardingsobject Guid,Datum,Inspecterende organisatie,Dwarsonvlakheid,Langsonvlakheid,Oneffenheden,Rafeling,Randschade,Scheurvorming,Voegvulling,Voegwijdte,Zetting,Opmerking
{F3D059B6-01B0-4A48-B873-8D521560DCC7},20-9-2016,,L2,,G,L1,G,G,G,G,G,
{F3D059B6-01B0-4A48-B873-8D521560DCC7},4-6-2018,,G,,G,G,G,G,,,G,
{F3D059B6-01B0-4A48-B873-8D521560DCC7},23-5-2019,,G,,G,G,G,G,,,G,
{F3D7AD51-18E4-466B-BAC7-BE275F0372DF},24-10-2016,,G,,G,G,G,G,G,G,G,
{F3D7AD51-18E4-466B-BAC7-BE275F0372DF},21-6-2019,,G,,G,G,G,G,,,G,
{F3DFEAB3-DBF1-4F21-8A19-B33A50CE4991},20-9-2016,,G,,G,L1,M1,G,G,G,G,
{F3DFEAB3-DBF1-4F21-8A19-B33A50CE4991},20-6-2018,,G,,G,G,G,G,,,G,Reconstructie
{F3DFEAB3-DBF1-4F21-8A19-B33A50CE4991},20-6-2018,,G,,G,G,G,G,,,G,Reconstructie
{F3E44920-C4CA-40E7-BDB8-91663AF55821},16-3-2016,,G,,G,G,G,G,G,G,G,
{F3E44920-C4CA-40E7-BDB8-91663AF55821},27-6-2018,,G,,G,G,G,G,,,G,
{F3E47237-01D2-4DAB-A6AF-B8579017BFE3},13-5-2014,,G,,G,L1,E2,G,G,G,G,
{F3E47237-01D2-4DAB-A6AF-B8579017BFE3},10-7-2018,,G,,G,L2,E1,G,,,G,
{F3F0A692-6BDD-4152-BC12-3DE3C4D053CB},23-4-2015,,G,,G,G,G,G,G,G,G,
{F3F0A692-6BDD-4152-BC12-3DE3C4D053CB},27-7-2017,,G,,G,G,G,G,,,G,
{F3F0A692-6BDD-4152-BC12-3DE3C4D053CB},15-4-2019,,G,,G,G,G,G,,,G,
{F3F0FA55-BFBE-476F-83F4-BDBFAC84B1E8},14-4-2015,,G,,G,L1,G,G,G,G,G,
{F3F0FA55-BFBE-476F-83F4-BDBFAC84B1E8},1-8-2017,,G,,G,G,G,G,,,G,
{F3F0FA55-BFBE-476F-83F4-BDBFAC84B1E8},3-5-2019,,G,,G,G,G,G,,,G,
{F3F7B024-9E49-463E-8F58-19A2F5135479},4-2-2015,,G,,G,G,G,G,G,G,G,
{F3F7B024-9E49-463E-8F58-19A2F5135479},26-9-2017,,G,,G,L1,M1,G,G,G,G,
{F3F7B024-9E49-463E-8F58-19A2F5135479},30-1-2019,,G,,G,G,G,G,,,G,
{F403D93A-DEB6-45AF-ABB2-816D84DC974B},12-2-2015,,G,,G,G,G,G,G,G,G,
{F403D93A-DEB6-45AF-ABB2-816D84DC974B},26-9-2017,,G,,G,G,G,G,G,G,G,
{F403D93A-DEB6-45AF-ABB2-816D84DC974B},31-1-2019,,G,,G,G,G,G,,,G,
{F40758D2-BF42-4592-8EDD-459DBC1DC939},16-4-2015,,L2,,G,G,G,G,G,G,G,
{F40758D2-BF42-4592-8EDD-459DBC1DC939},24-4-2019,,G,,G,M1,G,L1,,,G,
{F42022F8-71DB-4BFA-B645-D8EC0F4EFA31},23-3-2015,,G,,G,G,M1,G,G,G,G,
{F42022F8-71DB-4BFA-B645-D8EC0F4EFA31},7-8-2017,,G,,G,L1,G,G,,,G,
{F42022F8-71DB-4BFA-B645-D8EC0F4EFA31},29-3-2019,,G,,G,L1,G,G,,,G,
{F42BED6F-AB37-4224-9B9D-DC5F1B6519A4},26-10-2016,,G,,G,G,G,G,G,G,G,
{F42BED6F-AB37-4224-9B9D-DC5F1B6519A4},21-6-2019,,G,,G,G,G,G,,,G,
{F4350B3E-3580-4A1E-9EFB-08A3A886C991},30-4-2014,,G,,G,G,G,G,G,G,G,
{F4350B3E-3580-4A1E-9EFB-08A3A886C991},26-6-2018,,G,,G,G,G,G,,,G,
{F437E6D4-A3C3-4345-B51A-065EB3F7FFEB},20-9-2016,,G,,G,G,G,G,G,G,G,
{F437E6D4-A3C3-4345-B51A-065EB3F7FFEB},24-5-2018,,G,,G,G,G,G,,,G,
{F437E6D4-A3C3-4345-B51A-065EB3F7FFEB},29-1-2019,,G,,G,G,G,G,,,G,
{F4472AD8-5C74-47B8-9B7A-FE3750084F6D},14-1-2015,,G,,G,G,G,G,G,G,G,
{F4472AD8-5C74-47B8-9B7A-FE3750084F6D},26-9-2017,,G,,G,G,G,G,G,G,G,
{F4472AD8-5C74-47B8-9B7A-FE3750084F6D},12-2-2019,,G,,G,G,G,G,,,G,
{F46279D1-900D-475D-B26A-42847DA65304},5-7-2018,,G,,G,G,G,E1,,,G,
{F463E6CB-DA76-46FB-B082-FEAACF832467},6-6-2018,,G,,G,G,G,G,G,G,,
{F466D3EF-8926-4447-A32A-ED6B7AFD2BE2},20-9-2016,,G,,G,G,G,G,G,G,G,
{F466D3EF-8926-4447-A32A-ED6B7AFD2BE2},1-6-2018,,G,,G,G,G,G,,,G,
{F466D3EF-8926-4447-A32A-ED6B7AFD2BE2},12-2-2019,,G,,G,G,G,G,,,G,
{F4673075-BA64-4DB9-9424-32687ED9AD06},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4673075-BA64-4DB9-9424-32687ED9AD06},28-5-2018,,G,,G,G,G,G,,,G,
{F47020AC-1E8D-4B45-929B-9BD34C56C658},10-5-2016,,G,,G,L2,G,G,G,G,G,
{F47020AC-1E8D-4B45-929B-9BD34C56C658},4-5-2018,,G,,G,L2,G,G,,,G,
{F470B313-4FF6-4D3C-B5E5-858B2E379E54},14-4-2015,,G,,G,G,G,G,G,G,G,
{F470B313-4FF6-4D3C-B5E5-858B2E379E54},1-8-2017,,G,,G,G,G,G,,,G,
{F470B313-4FF6-4D3C-B5E5-858B2E379E54},2-5-2019,,G,,G,G,G,G,,,G,
{F47BBDFC-12F1-4DA3-B3C2-82ABFC2AB56D},20-9-2016,,G,,G,L3,G,G,G,G,G,
{F47BBDFC-12F1-4DA3-B3C2-82ABFC2AB56D},22-5-2018,,G,,G,G,G,G,,,G,
{F47D1D18-AC36-4A8C-A27E-83520DE67746},1-1-2015,,G,,G,G,G,G,G,G,G,
{F47D1D18-AC36-4A8C-A27E-83520DE67746},31-7-2017,,G,,G,L1,G,L1,,,G,
{F47D1D18-AC36-4A8C-A27E-83520DE67746},9-5-2019,,G,,G,G,G,M1,,,G,
{F48584BB-BF8F-4FDF-81AD-A407A82C1100},4-3-2015,,G,,G,G,G,G,G,G,G,
{F48584BB-BF8F-4FDF-81AD-A407A82C1100},26-9-2017,,G,,G,G,G,G,G,G,G,
{F48584BB-BF8F-4FDF-81AD-A407A82C1100},13-2-2019,,G,,G,G,G,G,,,G,
{F48DBF6E-F6E9-4331-A4F0-3B427BF1B237},10-5-2016,,G,,G,G,G,G,G,G,G,
{F48DBF6E-F6E9-4331-A4F0-3B427BF1B237},23-5-2018,,G,,G,G,G,E1,,,G,
{F4908B39-E089-4BCB-AA09-A40DAFB6F743},23-3-2017,,G,,G,M1,G,M1,G,G,G,
{F4908B39-E089-4BCB-AA09-A40DAFB6F743},26-2-2019,,G,,G,M1,M1,M1,,,G,
{F49097FF-9A6F-4FC8-BECF-97BA83FB9F56},4-2-2015,,G,,G,G,G,G,G,G,G,
{F49097FF-9A6F-4FC8-BECF-97BA83FB9F56},26-9-2017,,G,,G,L1,G,G,G,G,G,
{F49097FF-9A6F-4FC8-BECF-97BA83FB9F56},18-1-2019,,G,,G,G,G,G,,,G,
{F4915E10-A83C-47B1-BB0C-C304E20E9459},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4915E10-A83C-47B1-BB0C-C304E20E9459},22-5-2018,,G,,G,G,G,G,,,G,
{F492982F-F2DB-459D-8EA3-608E2093E470},25-3-2015,,G,,G,G,E1,G,G,G,G,
{F492982F-F2DB-459D-8EA3-608E2093E470},4-8-2017,,G,,G,G,E1,G,,,G,
{F492982F-F2DB-459D-8EA3-608E2093E470},28-3-2019,,G,,G,G,E1,G,,,G,
{F4948584-3427-487A-9532-46BF62BAA8A2},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4948584-3427-487A-9532-46BF62BAA8A2},7-6-2018,,G,,G,G,G,G,,,G,
{F49E2AA6-AC01-4CC7-BB24-DF64C7A2E9F6},10-5-2016,,G,,G,M1,G,M1,G,G,G,
{F49E2AA6-AC01-4CC7-BB24-DF64C7A2E9F6},14-5-2018,,G,,M1,E1,L1,M2,,,G,
{F4A6808D-4381-41C4-996E-D19288E65D10},10-5-2016,,G,,G,G,G,G,G,G,G,
{F4A6808D-4381-41C4-996E-D19288E65D10},4-5-2018,,G,,G,G,G,G,,,G,
{F4AE0201-E8BC-48A4-B0BA-9D5A7A635D4C},3-8-2017,,G,,G,G,G,G,,,G,
{F4B0B4BA-2D75-46BB-A3FF-5E6C70CA30E7},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4B0B4BA-2D75-46BB-A3FF-5E6C70CA30E7},23-5-2018,,G,,G,G,G,G,,,G,
{F4B35D37-23CA-449C-B3D6-01EAA0BF4B26},10-5-2016,,G,,G,G,G,G,G,G,G,
{F4B35D37-23CA-449C-B3D6-01EAA0BF4B26},8-5-2018,,G,,G,G,G,G,,,G,
{F4BA03A1-ECE1-4FC3-963B-1B5C1B8C2F51},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4BA03A1-ECE1-4FC3-963B-1B5C1B8C2F51},18-5-2018,,G,,G,L1,G,G,,,G,
{F4BC6A21-010C-4EA9-9DE4-43975BEC7C52},10-5-2016,,G,,G,G,G,G,G,G,G,
{F4BC6A21-010C-4EA9-9DE4-43975BEC7C52},25-5-2018,,G,,G,G,G,G,,,G,
{F4C0E60D-1112-435F-A37F-0FA77C2299BA},16-3-2016,,G,,G,G,G,G,G,G,G,
{F4C0E60D-1112-435F-A37F-0FA77C2299BA},7-6-2018,,G,,G,G,G,G,,,G,
{F4CC85AC-9EBE-4356-94EB-ED149FF6E634},21-7-2017,,G,,G,G,G,G,,,G,Mutatie
{F4CC85AC-9EBE-4356-94EB-ED149FF6E634},29-4-2019,,G,,G,G,G,G,,,G,
{F4D3ADD7-A8EE-4D63-97C0-92C5D6F9A903},24-2-2015,,G,,G,L1,G,G,G,G,G,
{F4D3ADD7-A8EE-4D63-97C0-92C5D6F9A903},26-9-2017,,G,,G,G,G,G,G,G,G,
{F4D3ADD7-A8EE-4D63-97C0-92C5D6F9A903},12-2-2019,,G,,G,G,G,G,,,G,
{F4D79E71-1E41-46F0-8006-1BE4B3060DEC},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4D83125-4C74-410A-82F4-6C468F7CB29D},18-2-2015,,G,,G,G,M3,L1,G,G,G,
{F4D83125-4C74-410A-82F4-6C468F7CB29D},26-9-2017,,G,,G,G,M3,G,G,G,G,
{F4D83125-4C74-410A-82F4-6C468F7CB29D},28-1-2019,,G,,G,G,L2,L1,,,G,
{F4D99CE3-D064-44D0-ABF4-36986C1448BE},20-9-2016,,G,,G,G,G,L1,G,G,G,
{F4D99CE3-D064-44D0-ABF4-36986C1448BE},28-5-2018,,G,,G,G,G,M1,,,G,
{F4DC47E2-7086-4493-A5AD-AA919A1F03CC},29-3-2017,,G,,L1,L1,G,G,G,G,G,
{F4DC47E2-7086-4493-A5AD-AA919A1F03CC},19-3-2019,,G,,G,M1,G,G,,,G,
{F4E1055E-5BEE-4855-9079-52AA90E31243},22-2-2017,,G,,G,G,G,G,G,G,G,
{F4E1055E-5BEE-4855-9079-52AA90E31243},18-3-2019,,G,,G,G,G,G,,,G,
{F4EF2ECE-994D-43C3-AAE5-81D22B3577C1},16-3-2016,,G,,G,E3,E3,E3,G,G,G,
{F4EF2ECE-994D-43C3-AAE5-81D22B3577C1},6-6-2018,,G,,G,G,G,G,,,G,
{F4EF4505-7571-4F7B-81F3-BD6DADE286FC},6-5-2014,,G,,G,M1,G,L1,G,G,G,
{F4EF4505-7571-4F7B-81F3-BD6DADE286FC},26-6-2018,,G,,G,L2,G,L1,,,G,
{F4F47F6C-581E-4534-89C3-15587FB55F40},16-3-2016,,G,,G,G,G,G,G,G,G,
{F4F47F6C-581E-4534-89C3-15587FB55F40},8-6-2018,,G,,G,L1,G,G,,,G,
{F4F49D6A-3073-4581-9166-6976286744B9},20-9-2016,,G,,G,G,G,G,G,G,G,
{F4F49D6A-3073-4581-9166-6976286744B9},30-5-2018,,G,,G,G,G,G,,,G,
{F4F49D6A-3073-4581-9166-6976286744B9},16-4-2019,,G,,G,G,G,G,,,G,
{F4F72948-6C6E-4064-80CE-C5C1A53437F3},20-9-2016,,G,,G,L2,E1,L1,G,G,G,
{F4F72948-6C6E-4064-80CE-C5C1A53437F3},5-6-2018,,G,,G,G,G,G,,,G,
{F4F72948-6C6E-4064-80CE-C5C1A53437F3},13-5-2019,,G,,G,G,G,G,,,G,
{F4FD0FB5-2D45-4F60-A567-9C9C02C1D6CA},11-4-2014,,G,,G,M1,G,M1,G,G,G,
{F4FD0FB5-2D45-4F60-A567-9C9C02C1D6CA},21-6-2018,,G,,G,L3,E1,M1,,,G,
{F516F3C6-C558-4ADC-AE41-82C2703184F8},14-1-2015,,G,,G,G,G,G,G,G,G,
{F516F3C6-C558-4ADC-AE41-82C2703184F8},26-9-2017,,G,,G,G,G,G,G,G,G,
{F516F3C6-C558-4ADC-AE41-82C2703184F8},15-1-2019,,G,,G,G,G,G,,,G,
{F517424C-F831-442B-A4FC-E9BF4AD37F11},10-5-2016,,G,,G,G,G,G,G,G,G,
{F517424C-F831-442B-A4FC-E9BF4AD37F11},8-5-2018,,G,,G,G,G,G,,,G,
{F51878D3-8CE5-4114-A015-49D874BEB7D0},9-2-2015,,G,,G,L3,G,G,G,G,G,
{F51878D3-8CE5-4114-A015-49D874BEB7D0},26-9-2017,,G,,G,L2,G,G,G,G,G,
{F51878D3-8CE5-4114-A015-49D874BEB7D0},16-1-2019,,G,,G,L2,G,G,,,G,
{F51C9FD7-6705-4740-A40A-18AA4B97664E},22-4-2014,,G,,G,G,G,G,G,G,G,
{F51C9FD7-6705-4740-A40A-18AA4B97664E},9-7-2018,,G,,G,G,M1,E1,,,G,
{F51DA733-E8E8-458D-9E9E-09EAAE503217},20-9-2016,,G,,G,G,G,G,G,G,G,
{F51DA733-E8E8-458D-9E9E-09EAAE503217},29-5-2018,,G,,G,G,G,G,,,G,
{F51DA733-E8E8-458D-9E9E-09EAAE503217},19-3-2019,,L3,,G,G,G,G,,,G,
{F52BD3A6-C630-44BA-B413-926B9F3A0F29},20-9-2016,,G,,G,M1,G,G,G,G,G,
{F52BD3A6-C630-44BA-B413-926B9F3A0F29},28-5-2018,,G,,G,G,G,G,,,G,
{F530AA39-58D7-441C-AC47-C47C986F9819},20-3-2015,,M1,,G,L2,E1,E1,G,G,G,
{F530AA39-58D7-441C-AC47-C47C986F9819},4-8-2017,,G,,G,E1,G,E1,,,G,
{F530AA39-58D7-441C-AC47-C47C986F9819},28-3-2019,,G,,G,E1,G,E1,,,G,
{F53188D7-267C-418B-B0DD-618599CB7C48},16-3-2016,,G,,G,L1,G,G,G,G,G,
{F53188D7-267C-418B-B0DD-618599CB7C48},7-6-2018,,G,,G,M1,G,G,,,G,Gaten
{F5387F23-06A9-4B10-8C15-92C95BA24A40},1-1-2015,,G,,G,L1,G,G,G,G,G,
{F5387F23-06A9-4B10-8C15-92C95BA24A40},3-8-2017,,G,,G,L1,G,G,,,G,
{F5387F23-06A9-4B10-8C15-92C95BA24A40},23-5-2019,,L1,,G,L1,G,G,,,G,
{F53DF8E3-0983-416D-9733-57943042D9F3},20-9-2016,,G,,G,G,G,G,G,G,G,
{F53DF8E3-0983-416D-9733-57943042D9F3},22-5-2018,,G,,G,G,G,G,,,G,
{F54730FF-0CA3-4A7A-897C-8E3F18E8F955},9-5-2014,,G,,G,L1,M1,G,G,G,G,
{F54730FF-0CA3-4A7A-897C-8E3F18E8F955},21-6-2018,,G,,G,L1,G,E1,,,G,
{F5482CC9-CAB2-4A71-83AB-E65AE1CB6686},16-3-2016,,G,,G,G,G,G,G,G,G,
{F5482CC9-CAB2-4A71-83AB-E65AE1CB6686},15-6-2018,,G,,G,G,G,G,,,G,
{F54AD344-63DD-4028-9021-0F0B443764CC},22-4-2015,,G,,L1,L1,M1,L1,G,G,G,
{F54AD344-63DD-4028-9021-0F0B443764CC},1-8-2017,,G,,G,G,E1,G,,,G,
{F54AD344-63DD-4028-9021-0F0B443764CC},25-3-2019,,G,,G,G,M1,M2,,,G,
{F5518A24-28FC-455F-80C7-B5585C5075F2},4-2-2015,,L1,,G,G,G,L1,G,G,G,
{F5518A24-28FC-455F-80C7-B5585C5075F2},26-9-2017,,L1,,G,G,G,M1,G,G,G,
{F5518A24-28FC-455F-80C7-B5585C5075F2},16-1-2019,,G,,G,G,G,G,,,G,
{F560BA7D-D440-482A-9A3B-C026FAA5C03F},20-9-2016,,G,,G,G,G,G,G,G,G,
{F560BA7D-D440-482A-9A3B-C026FAA5C03F},3-7-2018,,G,,G,G,G,G,,,G,
{F563DED4-A78B-4457-A904-3C1CC66856CE},10-5-2016,,G,,M1,L1,M1,M1,G,G,G,
{F563DED4-A78B-4457-A904-3C1CC66856CE},18-5-2018,,G,,G,G,G,G,,,G,
{F56FF3EF-ECCE-430F-A60E-5EDE93B01679},20-9-2016,,G,,G,G,G,G,G,G,G,
{F56FF3EF-ECCE-430F-A60E-5EDE93B01679},28-5-2018,,G,,G,G,G,G,,,G,
{F56FF3EF-ECCE-430F-A60E-5EDE93B01679},15-5-2019,,G,,G,G,G,G,,,G,
{F570409F-4BE5-4B07-971D-21BC1B545929},16-4-2015,,G,,G,G,G,G,G,G,G,
{F570409F-4BE5-4B07-971D-21BC1B545929},1-8-2017,,G,,G,G,G,G,,,G,
{F570409F-4BE5-4B07-971D-21BC1B545929},24-4-2019,,G,,G,G,G,G,,,G,
{F5715964-3847-4315-9FAA-3582A6BF6177},1-5-2014,,G,,G,L2,E2,M1,G,G,G,
{F5715964-3847-4315-9FAA-3582A6BF6177},10-7-2018,,G,,G,L1,G,L2,,,G,
{F5806C07-85B0-48BC-A9BF-87B7FCC5CE17},14-1-2015,,M1,,G,G,G,G,G,G,G,
{F5806C07-85B0-48BC-A9BF-87B7FCC5CE17},26-9-2017,,M1,,G,G,G,M1,G,G,G,
{F5806C07-85B0-48BC-A9BF-87B7FCC5CE17},18-2-2019,,G,,G,G,G,E1,,,G,
{F580929B-5969-4DB5-B70B-5EAD5F3C38D0},16-3-2016,,G,,G,L3,G,G,G,G,G,
{F580929B-5969-4DB5-B70B-5EAD5F3C38D0},6-6-2018,,G,,G,L1,G,G,,,G,
{F583C33B-BB06-4E6E-A41A-2FF20607D296},20-9-2016,,G,,G,G,G,G,G,G,G,
{F583C33B-BB06-4E6E-A41A-2FF20607D296},23-4-2018,,G,,G,L1,G,G,,,G,
{F583C33B-BB06-4E6E-A41A-2FF20607D296},30-1-2019,,G,,G,G,G,G,,,G,
{F5843658-7280-4209-A60F-7F1C983F8340},16-3-2016,,G,,G,G,G,G,G,G,G,
{F5843658-7280-4209-A60F-7F1C983F8340},8-6-2018,,G,,G,G,G,G,,,G,
{F5903FBE-EE87-4B15-AA22-9A5586C91DC2},26-5-2015,,G,,G,L1,E1,G,G,G,G,
{F5903FBE-EE87-4B15-AA22-9A5586C91DC2},28-7-2017,,G,,G,G,G,G,,,G,
{F5903FBE-EE87-4B15-AA22-9A5586C91DC2},19-4-2019,,G,,G,G,E1,G,,,G,
{F596D1B9-08B7-4453-B1A9-F0C81C487C96},20-9-2016,,G,,G,L1,G,G,G,G,G,
{F596D1B9-08B7-4453-B1A9-F0C81C487C96},15-6-2018,,G,,G,L1,G,G,,,G,
{F596D1B9-08B7-4453-B1A9-F0C81C487C96},15-6-2018,,G,,G,L1,G,G,,,G,
{F5A2C749-FEE4-4CCA-9198-E9A16816BBE8},30-1-2017,,G,,G,L1,G,G,G,G,G,
{F5A2C749-FEE4-4CCA-9198-E9A16816BBE8},25-2-2019,,G,,G,G,G,G,,,G,
{F5A6FFEB-858D-4106-9650-DA07B724DC8A},16-4-2014,,G,,G,G,G,G,G,G,G,
{F5A6FFEB-858D-4106-9650-DA07B724DC8A},27-6-2018,,G,,G,G,G,E1,,,G,
{F5AB09AD-8C9E-44B3-B24E-27B7E2490248},20-9-2016,,G,,G,G,G,G,G,G,G,
{F5AB09AD-8C9E-44B3-B24E-27B7E2490248},17-5-2018,,G,,G,G,G,G,,,G,
{F5ACCFC9-1DD7-4166-B2EA-88A42676AE6A},16-3-2016,,G,,G,G,G,G,G,G,G,
{F5ACCFC9-1DD7-4166-B2EA-88A42676AE6A},7-6-2018,,G,,G,G,G,G,,,G,
{F5B28221-7705-46C1-8590-CCE3FF8EBF23},22-4-2015,,G,,G,G,G,G,G,G,G,
{F5B28221-7705-46C1-8590-CCE3FF8EBF23},20-7-2017,,G,,G,G,G,G,,,G,
{F5B28221-7705-46C1-8590-CCE3FF8EBF23},3-5-2019,,G,,G,G,G,G,,,G,
{F5BD00EE-1266-43C0-B4F1-56FAA172A19D},20-9-2016,,G,,G,L1,G,G,G,G,G,
{F5BD00EE-1266-43C0-B4F1-56FAA172A19D},28-5-2018,,G,,G,G,G,G,,,G,
{F5BE6094-3FB0-46AC-BAD6-E4E01FB24546},4-5-2015,,G,,G,G,G,G,G,G,G,
{F5BE6094-3FB0-46AC-BAD6-E4E01FB24546},17-7-2017,,G,,G,G,G,G,,,G,
{F5BE6094-3FB0-46AC-BAD6-E4E01FB24546},16-4-2019,,G,,G,G,G,G,,,G,
{F5C1B44F-7486-4B12-9470-BDAA76187006},1-1-2014,,G,,G,G,G,G,G,G,G,
{F5C1B44F-7486-4B12-9470-BDAA76187006},2-8-2017,,G,,G,G,G,G,,,G,
{F5C1B44F-7486-4B12-9470-BDAA76187006},15-5-2019,,G,,G,G,G,G,,,G,
{F5C3136A-9F45-4E64-977E-0FDFF33D7032},8-5-2014,,G,,G,L1,G,G,G,G,G,
{F5C3136A-9F45-4E64-977E-0FDFF33D7032},22-6-2018,,G,,G,L2,G,G,,,G,Vuil
{F5C7FE4E-BD9D-4817-88C5-0056401541AD},26-3-2015,,G,,G,L1,E1,G,G,G,G,
{F5C7FE4E-BD9D-4817-88C5-0056401541AD},20-7-2017,,G,,G,L1,E1,M1,,,G,
{F5C7FE4E-BD9D-4817-88C5-0056401541AD},24-4-2019,,G,,G,L1,E1,L1,,,G,
{F5C87322-ADAD-4F47-A217-BCF6222ADE7C},1-5-2014,,G,,G,G,L1,G,G,G,G,
{F5C87322-ADAD-4F47-A217-BCF6222ADE7C},19-6-2018,,G,,G,L1,E2,G,,,G,
{F5D073CF-F05B-4AA8-AC10-073B591FD0B2},6-4-2017,,G,,G,G,G,G,G,G,G,
{F5D073CF-F05B-4AA8-AC10-073B591FD0B2},19-3-2019,,G,,G,M1,G,G,,,G,
{F5D4C3E5-A9A5-420D-8258-6F0C07A66BB9},10-8-2017,,G,,G,G,G,G,,,G,Mutatie
{F5D4C3E5-A9A5-420D-8258-6F0C07A66BB9},11-2-2019,,G,,G,G,G,G,,,G,
{F5D99280-E51D-493B-9A07-D4BE7E388256},20-9-2016,,G,,G,G,G,G,G,G,G,
{F5D99280-E51D-493B-9A07-D4BE7E388256},18-5-2018,,G,,G,G,G,G,,,G,
{F5E5D0B3-B6A3-45C7-9C10-43D05314E87D},30-4-2015,,G,,G,G,G,G,G,G,G,
{F5E5D0B3-B6A3-45C7-9C10-43D05314E87D},31-7-2017,,G,,G,G,G,G,,,G,
{F5E5D0B3-B6A3-45C7-9C10-43D05314E87D},10-4-2019,,G,,G,G,G,G,,,G,
{F5EC5E16-C79A-4ADE-8453-22C514AC1635},11-1-2017,,G,,G,G,G,G,G,G,G,
{F5EC5E16-C79A-4ADE-8453-22C514AC1635},15-3-2019,,G,,G,G,G,G,,,G,
{F608E8B9-F344-4DEF-B9ED-887727ED6D47},30-4-2014,,G,,G,G,G,G,G,G,G,
{F608E8B9-F344-4DEF-B9ED-887727ED6D47},26-6-2018,,G,,G,M2,G,G,,,G,
{F60C32F1-F866-4188-AEBE-0467541F7C05},1-1-2015,,G,,G,G,G,G,G,G,G,
{F60C32F1-F866-4188-AEBE-0467541F7C05},11-8-2017,,G,,G,G,G,G,,,G,
{F60C32F1-F866-4188-AEBE-0467541F7C05},21-5-2019,,G,,G,G,G,G,,,G,
{F61326DF-871F-47ED-B8DA-8B89D1490F45},11-8-2017,,G,,M1,L1,G,G,,,G,Mutatie
{F61326DF-871F-47ED-B8DA-8B89D1490F45},3-1-2019,,G,,M1,M1,E1,E1,,,G,
{F61674E2-0E27-4F5D-A3F2-DBFB1D1CCFC2},29-4-2015,,G,,G,L2,G,G,G,G,G,
{F61674E2-0E27-4F5D-A3F2-DBFB1D1CCFC2},18-7-2017,,G,,G,L2,G,G,,,G,
{F61674E2-0E27-4F5D-A3F2-DBFB1D1CCFC2},1-5-2019,,G,,G,L1,G,G,,,G,
{F61D35D1-7CAC-4358-95C2-44479B70A8DB},5-7-2018,,G,,G,G,M1,G,,,G,
{F61E021B-BE5E-4BC4-8B09-65AC2003CA99},16-3-2016,,G,,G,G,G,G,G,G,G,
{F61E021B-BE5E-4BC4-8B09-65AC2003CA99},15-6-2018,,G,,G,G,G,G,,,G,
{F62161C0-D083-4338-8621-0AF6B38398A8},20-9-2016,,G,,G,G,G,G,G,G,G,
{F62161C0-D083-4338-8621-0AF6B38398A8},28-5-2018,,G,,G,G,G,G,,,G,
{F6232496-DB5C-463D-AFFD-89176FAFC38C},10-5-2016,,G,,G,G,G,G,G,G,G,
{F6232496-DB5C-463D-AFFD-89176FAFC38C},23-5-2018,,G,,G,G,G,L1,,,G,
{F62CAABA-111B-4B33-A210-26CEFCDE66B2},20-12-2016,,G,,G,G,G,G,G,G,G,
{F62CAABA-111B-4B33-A210-26CEFCDE66B2},25-2-2019,,G,,G,G,G,G,,,G,
{F62EF051-5FA1-4F61-8D87-47B98EF4B322},9-7-2018,,G,,G,G,G,G,,,G,
{F63773FF-FE1F-43C1-B80E-D22904646AAF},10-4-2014,,G,,G,G,M1,G,G,G,G,
{F63773FF-FE1F-43C1-B80E-D22904646AAF},3-7-2018,,E1,,G,G,G,G,,,G,
{F6379B72-4661-4424-B11F-5FA871AE163C},1-1-2015,,G,,G,G,G,G,G,G,G,
{F6379B72-4661-4424-B11F-5FA871AE163C},11-8-2017,,G,,G,G,G,G,,,G,
{F6379B72-4661-4424-B11F-5FA871AE163C},8-5-2019,,G,,G,G,G,G,,,G,
{F638D675-3CB8-4916-94C9-5116A168EA99},16-3-2016,,G,,G,G,G,G,G,G,G,
{F638D675-3CB8-4916-94C9-5116A168EA99},1-6-2018,,G,,G,G,G,G,,,G,
{F63EAED7-4845-47DC-A644-F059F4DB95DF},27-7-2017,,G,,G,G,G,G,,,G,
{F63EAED7-4845-47DC-A644-F059F4DB95DF},15-4-2019,,G,,G,G,G,G,,,G,
{F650E3E4-93D7-4532-B7AA-17F49833835E},16-3-2016,,G,,G,G,G,G,G,G,G,
{F650E3E4-93D7-4532-B7AA-17F49833835E},1-6-2018,,G,,G,G,G,G,,,G,
{F650F7BD-ED99-4C03-B4C7-E781FC0247BB},20-9-2016,,G,,G,G,G,G,G,G,G,
{F650F7BD-ED99-4C03-B4C7-E781FC0247BB},18-5-2018,,G,,G,G,G,G,,,G,
{F6531BFD-7CB6-4535-8251-4A33956E1577},20-9-2016,,G,,G,G,G,G,G,G,G,
{F6531BFD-7CB6-4535-8251-4A33956E1577},22-5-2018,,G,,G,G,G,G,,,G,
{F654BA30-43EB-4210-B4B7-0818304E2C89},20-9-2016,,G,,G,L2,G,M1,G,G,G,
{F654BA30-43EB-4210-B4B7-0818304E2C89},18-5-2018,,G,,G,L1,G,L1,,,G,
